country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website,month_year,year
Nepal,NPL,2022-03-29,39935568.0,21994736.0,19014212.0,51133.0,69590.0,134.58,74.12,64.08,2345.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",World Health Organization,https://covid19.mohp.gov.np/situation-report,2022-03,2022
Netherlands,NLD,2022-03-19,34038677.0,13455761.0,12366525.0,,5310.0,198.21,78.35,72.01,309.0,"Johnson&Johnson, Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech","European CDC, via Marino van Zelst",https://github.com/mzelst/covid-19,2022-03,2022
New Caledonia,NCL,2022-03-28,367883.0,188003.0,179880.0,,28.0,127.64,65.23,62.41,97.0,Pfizer/BioNTech,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
New Zealand,NZL,2022-03-29,10950139.0,4284293.0,4051832.0,5639.0,7398.0,213.61,83.57,79.04,1443.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.health.govt.nz/our-work/diseases-and-conditions/covid-19-novel-coronavirus/covid-19-data-and-statistics/covid-19-vaccine-data,2022-03,2022
Nicaragua,NIC,2022-03-25,9611936.0,5498389.0,4113547.0,,0.0,143.41,82.04,61.37,0.0,"Abdala, Johnson&Johnson, Oxford/AstraZeneca, Pfizer/BioNTech, Soberana02, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Niger,NER,2022-03-24,2681673.0,2180972.0,1545630.0,,456.0,10.67,8.68,6.15,18.0,"Oxford/AstraZeneca, Sinopharm/Beijing",World Health Organization,https://covid19.who.int/,2022-03,2022
Nigeria,NGA,2022-03-27,31391732.0,21049754.0,9565143.0,186047.0,197628.0,14.85,9.96,4.52,935.0,Oxford/AstraZeneca,World Health Organization,https://covid19.who.int/,2022-03,2022
Niue,NIU,2022-03-13,4161.0,1650.0,1417.0,,14.0,257.81,102.23,87.79,8674.0,Pfizer/BioNTech,SPC Public Health Division,https://covid19.who.int/,2022-03,2022
North Macedonia,MKD,2022-03-20,1836421.0,852584.0,835151.0,3869.0,485.0,88.18,40.94,40.1,233.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Government of North Macedonia,https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/,2022-03,2022
Northern Cyprus,OWID_CYN,2021-11-26,617389.0,284357.0,275988.0,795.0,6011.0,161.52,74.39,72.2,15726.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac",Ministry of Health,https://asi.saglik.gov.ct.tr/,2021-11,2021
Northern Ireland,OWID_NIR,2022-03-28,3754751.0,1423609.0,1330523.0,629.0,994.0,198.04,75.08,70.18,524.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations,2022-03,2022
Norway,NOR,2022-03-28,11269240.0,4331582.0,4027038.0,777.0,988.0,206.18,79.25,73.68,181.0,"Moderna, Pfizer/BioNTech",Norwegian Institute of Public Health,https://github.com/folkehelseinstituttet/surveillance_data,2022-03,2022
Oman,OMN,2022-03-22,6986946.0,3242461.0,3021149.0,3650.0,4450.0,133.76,62.08,57.84,852.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Pakistan,PAK,2022-03-10,219368557.0,128074138.0,101881176.0,678788.0,480621.0,97.41,56.87,45.24,2134.0,"CanSino, Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",National Command and Operation Centre,https://ncoc.gov.pk/covid-vaccination-en.php,2022-03,2022
Palestine,PSE,2022-03-24,3694897.0,1995873.0,1756319.0,17447.0,2429.0,70.75,38.21,33.63,465.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",World Health Organization,https://covid19.who.int/,2022-03,2022
Panama,PAN,2022-03-25,7889044.0,3434847.0,3017898.0,5925.0,14289.0,180.05,78.39,68.88,3261.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Papua New Guinea,PNG,2022-03-28,574716.0,317150.0,257566.0,,918.0,6.3,3.48,2.82,101.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2022-03,2022
Paraguay,PRY,2022-03-25,8428214.0,3868131.0,3316744.0,10430.0,7562.0,116.74,53.58,45.94,1047.0,"Covaxin, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Peru,PER,2022-03-26,65552891.0,28381144.0,25480351.0,82983.0,99451.0,196.5,85.08,76.38,2981.0,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",Ministerio de Salud via github.com/jmcastagnetto/covid-19-peru-vacunas,https://www.datosabiertos.gob.pe/dataset/vacunacion,2022-03,2022
Philippines,PHL,2022-03-29,148799120.0,0.0,65804988.0,453482.0,1182486.0,134.0,63.19,59.26,10649.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik Light, Sputnik V",Department of Health via ABS-CBN Investigative and Research Group,https://news.abs-cbn.com/spotlight/multimedia/infographic/03/23/21/philippines-covid-19-vaccine-tracker,2022-03,2022
Pitcairn,PCN,2021-09-07,94.0,47.0,47.0,,0.0,200.0,100.0,100.0,0.0,Oxford/AstraZeneca,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0,2021-09,2021
Poland,POL,2022-03-29,53908363.0,22585418.0,22343826.0,1624.0,14141.0,142.63,59.75,59.12,374.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19,2022-03,2022
Portugal,PRT,2022-03-10,22923599.0,9663542.0,9415073.0,5453.0,6346.0,225.45,95.04,92.6,624.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Directorate General for Health via Data Science for Social Good,https://github.com/dssg-pt/covid19pt-data,2022-03,2022
Qatar,QAT,2022-03-29,6607185.0,0.0,0.0,4126.0,7901.0,225.46,88.5,88.5,2696.0,"Moderna, Pfizer/BioNTech",Ministry of Public Health,https://covid19.moph.gov.qa/EN/Pages/Vaccination-Program-Data.aspx,2022-03,2022
Romania,ROU,2022-03-28,16736886.0,0.0,8083344.0,1208.0,1208.0,87.5,42.67,42.26,63.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania via datelazi.ro,https://datelazi.ro/,2022-03,2022
Russia,RUS,2022-03-29,163601171.0,79954746.0,72841232.0,87682.0,165417.0,112.12,54.8,49.92,1134.0,"EpiVacCorona, Sputnik V",Official data from local governments via gogov.ru,https://gogov.ru/articles/covid-v-stats,2022-03,2022
Rwanda,RWA,2022-03-24,0.0,0.0,0.0,211071.0,0.0,146.28,67.0,60.53,23979.0,"Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinovac, Sputnik V",World Health Organization,https://africacdc.org/covid-19-vaccination/,2022-03,2022
Saint Helena,SHN,2021-05-05,7892.0,4361.0,3531.0,,97.0,129.48,71.55,57.93,15915.0,Oxford/AstraZeneca,Government of Saint Helena,https://www.sainthelena.gov.sh/2021/news/preliminary-data-from-the-covid-19-vaccination-programme/,2021-05,2021
Saint Kitts and Nevis,KNA,2022-02-25,60467.0,31162.0,26294.0,626.0,18.0,112.93,58.2,49.11,336.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-02,2022
Saint Lucia,LCA,2022-03-25,117740.0,58119.0,52713.0,71.0,56.0,63.85,31.52,28.59,304.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp,2022-03,2022
Saint Vincent and the Grenadines,VCT,2022-03-24,69602.0,36033.0,30123.0,24.0,35.0,62.55,32.38,27.07,315.0,Oxford/AstraZeneca,Ministry of Health,https://web.facebook.com/SVGHEALTH/posts/437021804887233,2022-03,2022
